geracao,melhor_fitness,tempo_acumulado,melhoria
1,-4.1666666666666686e-06,4.491794586181641,1
2,-4.1666666666666686e-06,6.603600740432739,2
3,-4.1666666666666686e-06,8.758689641952515,3
4,-4.1666666666666686e-06,10.511612892150879,4
5,-4.1666666666666686e-06,12.31745171546936,5
6,-4.1666666666666686e-06,14.13953447341919,6
7,-4.1666666666666686e-06,16.047959089279175,7
8,-4.1666666666666686e-06,17.915937423706055,8
9,-4.1666666666666686e-06,19.940093517303467,9
10,-4.1666666666666686e-06,21.707430839538574,10
11,-4.1666666666666686e-06,23.570024490356445,11
12,-4.1666666666666686e-06,25.640236854553223,12
13,-4.1666666666666686e-06,27.68630075454712,13
14,-4.1666666666666686e-06,29.830508708953857,14
15,-4.1666666666666686e-06,31.683318376541138,15
16,-4.1666666666666686e-06,33.65270113945007,16
17,-4.1666666666666686e-06,35.58366632461548,17
18,-4.1666666666666686e-06,37.527414321899414,18
19,-4.1666666666666686e-06,39.432517290115356,19
20,-4.1666666666666686e-06,41.57632303237915,20
21,-4.1666666666666686e-06,43.56202220916748,21
22,-4.1666666666666686e-06,45.71245884895325,22
23,-4.1666666666666686e-06,47.87375497817993,23
24,-4.1666666666666686e-06,50.00373601913452,24
25,-4.1666666666666686e-06,51.985952377319336,25
26,-4.1666666666666686e-06,54.26170516014099,26
27,-4.1666666666666686e-06,56.43477487564087,27
28,-4.1666666666666686e-06,58.6900737285614,28
29,-3.6111111111111127e-06,60.76351761817932,0
30,-8.333333333333332e-07,62.97211456298828,0
31,-8.333333333333332e-07,65.35432076454163,1
32,-8.333333333333332e-07,67.6336259841919,2
33,-4.166666666666667e-07,69.77970433235168,0
34,-4.166666666666667e-07,71.96347784996033,1
35,-4.166666666666667e-07,74.13794589042664,2
36,-4.166666666666667e-07,76.1695625782013,3
37,-1.388888888888889e-07,78.53644800186157,0
38,-1.388888888888889e-07,80.76290273666382,1
39,-1.388888888888889e-07,82.99125075340271,2
40,-1.388888888888889e-07,85.07650876045227,3
41,-1.388888888888889e-07,87.27114462852478,4
42,-1.388888888888889e-07,89.47963786125183,5
43,-1.388888888888889e-07,91.8282220363617,6
44,-1.388888888888889e-07,93.97488832473755,7
45,-1.388888888888889e-07,96.24235677719116,8
46,-0.0,98.52895927429199,0
47,-0.0,100.58762454986572,1
48,-0.0,102.76720118522644,2
49,-0.0,104.7565221786499,3
50,-0.0,107.09682512283325,4
51,-0.0,109.38774681091309,5
52,-0.0,111.85212707519531,6
53,-0.0,113.95427632331848,7
54,-0.0,116.01832580566406,8
55,-0.0,118.17329573631287,9
56,-0.0,120.34723091125488,10
57,-0.0,122.50815677642822,11
58,-0.0,124.46233868598938,12
59,-0.0,126.71220111846924,13
60,-0.0,128.85215425491333,14
61,-0.0,131.02448391914368,15
62,-0.0,133.16379690170288,16
63,-0.0,135.3645236492157,17
64,-0.0,137.76659059524536,18
65,-0.0,140.10771989822388,19
66,-0.0,142.29811263084412,20
67,-0.0,144.6697449684143,21
68,-0.0,146.76117968559265,22
69,-0.0,148.8942530155182,23
70,-0.0,151.01712584495544,24
71,-0.0,153.16048073768616,25
72,-0.0,155.0785310268402,26
73,-0.0,157.3121418952942,27
74,-0.0,159.4574294090271,28
75,-0.0,161.71727418899536,29
76,-0.0,164.08577489852905,30
77,-0.0,166.134761095047,31
78,-0.0,168.32885932922363,32
79,-0.0,170.48021292686462,33
80,-0.0,172.55510926246643,34
81,-0.0,174.54157304763794,35
82,-0.0,176.57656836509705,36
83,-0.0,178.8476939201355,37
84,-0.0,181.00046038627625,38
85,-0.0,184.02756762504578,39
86,-0.0,187.48107028007507,40
87,-0.0,190.77245664596558,41
88,-0.0,192.97339367866516,42
89,-0.0,194.94071888923645,43
90,-0.0,197.54408597946167,44
91,-0.0,199.71021509170532,45
92,-0.0,201.82935500144958,46
93,-0.0,204.11506700515747,47
94,-0.0,206.3850076198578,48
95,-0.0,211.45319843292236,49
96,-0.0,215.99781036376953,50
