geracao,melhor_fitness,tempo_acumulado,melhoria
1,-7.300000000000004e-06,3.0239241123199463,0
2,-4.7000000000000024e-06,4.60085391998291,0
3,-4.7000000000000024e-06,5.97997522354126,1
4,-4.7000000000000024e-06,7.35624623298645,2
5,-4.7000000000000024e-06,9.241214513778687,3
6,-4.7000000000000024e-06,10.992632389068604,4
7,-4.7000000000000024e-06,12.403640270233154,5
8,-4.7000000000000024e-06,13.719582319259644,6
9,-4.7000000000000024e-06,15.253104209899902,7
10,-4.6000000000000025e-06,16.72348380088806,0
11,-4.6000000000000025e-06,18.195082902908325,1
12,-2.0000000000000008e-06,19.677354097366333,0
13,-2.0000000000000008e-06,21.269960641860962,1
14,-1.8000000000000001e-06,22.74368166923523,0
15,-1.8000000000000001e-06,24.298558712005615,1
16,-1.5000000000000002e-06,25.90168523788452,0
17,-0.0,27.33584499359131,0
18,-0.0,28.84345555305481,1
19,-0.0,30.208449125289917,2
20,-0.0,31.678858280181885,3
21,-0.0,33.13216161727905,4
22,-0.0,34.51552987098694,5
23,-0.0,36.05587410926819,6
24,-0.0,37.65772247314453,7
25,-0.0,39.39439535140991,8
26,-0.0,41.04302358627319,9
27,-0.0,42.764710426330566,10
28,-0.0,44.65060639381409,11
29,-0.0,46.36826729774475,12
30,-0.0,48.06611156463623,13
31,-0.0,49.84488534927368,14
32,-0.0,51.43097186088562,15
33,-0.0,52.98156428337097,16
34,-0.0,54.56415629386902,17
35,-0.0,55.93348479270935,18
36,-0.0,57.62467288970947,19
37,-0.0,59.14481163024902,20
38,-0.0,60.565985918045044,21
39,-0.0,62.05816841125488,22
40,-0.0,63.540403604507446,23
41,-0.0,64.890625,24
42,-0.0,66.62818741798401,25
43,-0.0,68.32010388374329,26
44,-0.0,69.7408127784729,27
45,-0.0,71.37180852890015,28
46,-0.0,72.94024705886841,29
47,-0.0,74.72947406768799,30
48,-0.0,76.3138906955719,31
49,-0.0,77.8498306274414,32
50,-0.0,79.32181906700134,33
51,-0.0,80.84637546539307,34
52,-0.0,82.4558572769165,35
53,-0.0,84.09068465232849,36
54,-0.0,85.68296265602112,37
55,-0.0,87.2832441329956,38
56,-0.0,88.67643284797668,39
57,-0.0,90.1925721168518,40
58,-0.0,91.73663568496704,41
59,-0.0,93.15144896507263,42
60,-0.0,94.47110319137573,43
61,-0.0,95.96586203575134,44
62,-0.0,97.38712549209595,45
63,-0.0,98.87410593032837,46
64,-0.0,100.53613209724426,47
65,-0.0,102.07185769081116,48
66,-0.0,103.59168314933777,49
67,-0.0,104.86659407615662,50
