geracao,melhor_fitness,tempo_acumulado,melhoria
1,-inf,0.14593505859375,1
2,-inf,0.20271968841552734,2
3,-inf,0.27362513542175293,3
4,-inf,0.3322744369506836,4
5,-inf,0.391676664352417,5
6,-inf,0.47717714309692383,6
7,-inf,0.5440802574157715,7
8,-inf,0.6312408447265625,8
9,-inf,0.7019188404083252,9
10,-inf,0.7698071002960205,10
11,-inf,0.8400866985321045,11
12,-inf,0.9081470966339111,12
13,-inf,1.0073151588439941,13
14,-inf,1.0803132057189941,14
15,-inf,1.151916742324829,15
16,-inf,1.2211284637451172,16
17,-inf,1.2907936573028564,17
18,-inf,1.335256814956665,18
19,-inf,1.4054150581359863,19
20,-inf,1.4865779876708984,20
21,-inf,1.5683214664459229,21
22,-inf,1.657517910003662,22
23,-inf,1.7168631553649902,23
24,-inf,1.808868169784546,24
25,-inf,1.8796286582946777,25
26,-inf,1.9341845512390137,26
27,-inf,1.9931004047393799,27
28,-inf,2.059509515762329,28
29,-inf,2.1492905616760254,29
30,-inf,2.213777542114258,30
31,-inf,2.300752878189087,31
32,-inf,2.3543126583099365,32
33,-inf,2.4206695556640625,33
34,-inf,2.4951391220092773,34
35,-inf,2.561475992202759,35
36,-inf,2.608949899673462,36
37,-inf,2.7031378746032715,37
38,-inf,2.8048155307769775,38
39,-inf,2.868931770324707,39
40,-inf,2.9419569969177246,40
41,-inf,3.016634464263916,41
42,-inf,3.1057422161102295,42
43,-inf,3.2223894596099854,43
44,-inf,3.301582098007202,44
45,-inf,3.4119045734405518,45
46,-inf,3.4785232543945312,46
47,-inf,3.5416603088378906,47
48,-6.08695652173913e-06,3.6236891746520996,0
49,-6.08695652173913e-06,3.707512378692627,1
50,-6.08695652173913e-06,3.756866693496704,2
51,-6.08695652173913e-06,3.8661537170410156,3
52,-6.08695652173913e-06,3.9544622898101807,4
53,-6.08695652173913e-06,4.0271899700164795,5
54,-4.347826086956521e-06,4.149351119995117,0
55,-4.347826086956521e-06,4.261357307434082,1
56,-4.347826086956521e-06,4.334529161453247,2
57,-4.347826086956521e-06,4.430469751358032,3
58,-4.347826086956521e-06,4.504999399185181,4
59,-4.347826086956521e-06,4.596021413803101,5
60,-4.347826086956521e-06,4.708652019500732,6
61,-4.347826086956521e-06,4.804632663726807,7
62,-4.347826086956521e-06,4.875718593597412,8
63,-4.347826086956521e-06,4.9959657192230225,9
64,-4.347826086956521e-06,5.118349075317383,10
65,-4.347826086956521e-06,5.268966913223267,11
66,-4.347826086956521e-06,5.424733400344849,12
67,-4.347826086956521e-06,5.61107063293457,13
68,-3.4782608695652175e-06,5.7794389724731445,0
69,-3.4782608695652175e-06,5.992560863494873,1
70,-3.4782608695652175e-06,6.187432050704956,2
71,-3.4782608695652175e-06,6.386011362075806,3
72,-3.4782608695652175e-06,6.581319332122803,4
73,-2.173913043478261e-06,6.783251523971558,0
74,-2.173913043478261e-06,6.957008123397827,1
75,-2.173913043478261e-06,7.180755853652954,2
76,-2.173913043478261e-06,7.334899425506592,3
77,-2.173913043478261e-06,7.485008955001831,4
78,-2.173913043478261e-06,7.648212909698486,5
79,-2.173913043478261e-06,7.838654041290283,6
80,-2.173913043478261e-06,8.04776930809021,7
81,-2.173913043478261e-06,8.247798681259155,8
82,-2.173913043478261e-06,8.47559928894043,9
83,-2.173913043478261e-06,8.697171211242676,10
84,-2.173913043478261e-06,8.894083261489868,11
85,-2.173913043478261e-06,9.101362705230713,12
86,-2.173913043478261e-06,9.257251977920532,13
87,-2.173913043478261e-06,9.431917905807495,14
88,-2.173913043478261e-06,9.617939710617065,15
89,-2.173913043478261e-06,9.762229919433594,16
90,-2.173913043478261e-06,9.971556186676025,17
91,-2.173913043478261e-06,10.175235509872437,18
92,-2.173913043478261e-06,10.359465599060059,19
93,-2.173913043478261e-06,10.509227275848389,20
94,-2.173913043478261e-06,10.681387424468994,21
95,-2.173913043478261e-06,10.90456771850586,22
96,-2.173913043478261e-06,11.138298749923706,23
97,-2.173913043478261e-06,11.381041765213013,24
98,-2.173913043478261e-06,11.642237424850464,25
99,-2.173913043478261e-06,11.932406425476074,26
100,-2.173913043478261e-06,12.170097827911377,27
101,-2.173913043478261e-06,12.39667272567749,28
102,-2.173913043478261e-06,12.669409990310669,29
103,-2.173913043478261e-06,12.89285159111023,30
104,-2.173913043478261e-06,13.083768844604492,31
105,-2.173913043478261e-06,13.258049726486206,32
106,-2.173913043478261e-06,13.504526615142822,33
107,-2.173913043478261e-06,13.739829301834106,34
108,-2.173913043478261e-06,13.98684549331665,35
109,-2.173913043478261e-06,14.265724897384644,36
110,-2.173913043478261e-06,14.533369064331055,37
111,-2.173913043478261e-06,14.818324565887451,38
112,-2.173913043478261e-06,15.081179857254028,39
113,-2.173913043478261e-06,15.358968734741211,40
114,-2.173913043478261e-06,15.626847743988037,41
115,-2.173913043478261e-06,15.871300458908081,42
116,-2.173913043478261e-06,16.105815649032593,43
117,-2.173913043478261e-06,16.396782636642456,44
118,-2.173913043478261e-06,16.64810061454773,45
119,-2.173913043478261e-06,16.866527795791626,46
120,-2.173913043478261e-06,17.113847255706787,47
121,-2.173913043478261e-06,17.40165114402771,48
122,-2.173913043478261e-06,17.645976066589355,49
123,-2.173913043478261e-06,17.87291979789734,50
