geracao,melhor_fitness,tempo_acumulado,melhoria
1,-inf,0.7862503528594971,1
2,-inf,1.1124308109283447,2
3,-inf,1.4880545139312744,3
4,-inf,1.7319138050079346,4
5,-inf,2.037691593170166,5
6,-inf,2.4355103969573975,6
7,-inf,2.8625757694244385,7
8,-inf,3.2714500427246094,8
9,-inf,3.5922367572784424,9
10,-inf,3.998551368713379,10
11,-inf,4.3911755084991455,11
12,-inf,4.7061240673065186,12
13,-inf,5.02491021156311,13
14,-inf,5.585676670074463,14
15,-inf,6.24164891242981,15
16,-inf,6.6993043422698975,16
17,-inf,7.171335458755493,17
18,-inf,7.482730388641357,18
19,-inf,7.797535181045532,19
20,-inf,8.207901954650879,20
21,-inf,8.570157527923584,21
22,-inf,8.904614448547363,22
23,-inf,9.254919052124023,23
24,-inf,9.61149549484253,24
25,-inf,10.024390697479248,25
26,-inf,10.399208545684814,26
27,-inf,10.706058979034424,27
28,-inf,10.988035917282104,28
29,-inf,11.348954677581787,29
30,-inf,11.795979976654053,30
31,-inf,12.272077322006226,31
32,-inf,12.636171579360962,32
33,-inf,13.033204317092896,33
34,-inf,13.544991254806519,34
35,-inf,13.98287844657898,35
36,-inf,14.362771272659302,36
37,-inf,14.725708723068237,37
38,-inf,15.058136940002441,38
39,-inf,15.420810222625732,39
40,-inf,15.826753616333008,40
41,-inf,16.212976694107056,41
42,-inf,16.574384212493896,42
43,-inf,16.953927040100098,43
44,-inf,17.323137521743774,44
45,-inf,17.85791850090027,45
46,-inf,18.32642388343811,46
47,-inf,18.681374073028564,47
48,-inf,19.104060173034668,48
49,-inf,19.57883048057556,49
50,-inf,19.916489362716675,50
