geracao,melhor_fitness,tempo_acumulado,melhoria
1,-0.0,0.09830641746520996,1
2,-0.0,0.1515352725982666,2
3,-0.0,0.20789384841918945,3
4,-0.0,0.2646598815917969,4
5,-0.0,0.3192884922027588,5
6,-0.0,0.37397289276123047,6
7,-0.0,0.4310884475708008,7
8,-0.0,0.4842262268066406,8
9,-0.0,0.5156939029693604,9
10,-0.0,0.5554900169372559,10
11,-0.0,0.6036887168884277,11
12,-0.0,0.6587963104248047,12
13,-0.0,0.70810866355896,13
14,-0.0,0.761310338973999,14
15,-0.0,0.7975542545318604,15
16,-0.0,0.8488442897796631,16
17,-0.0,0.8883764743804932,17
18,-0.0,0.9288191795349121,18
19,-0.0,0.9728569984436035,19
20,-0.0,1.030745267868042,20
21,-0.0,1.0865211486816406,21
22,-0.0,1.128263235092163,22
23,-0.0,1.1716132164001465,23
24,-0.0,1.2145609855651855,24
25,-0.0,1.253859281539917,25
26,-0.0,1.301548957824707,26
27,-0.0,1.3310041427612305,27
28,-0.0,1.3697319030761719,28
29,-0.0,1.409996747970581,29
30,-0.0,1.4466137886047363,30
31,-0.0,1.4911229610443115,31
32,-0.0,1.548218011856079,32
33,-0.0,1.6077826023101807,33
34,-0.0,1.6604254245758057,34
35,-0.0,1.7213714122772217,35
36,-0.0,1.7651982307434082,36
37,-0.0,1.8123195171356201,37
38,-0.0,1.856412649154663,38
39,-0.0,1.915433645248413,39
40,-0.0,1.9754784107208252,40
41,-0.0,2.038818120956421,41
42,-0.0,2.0734498500823975,42
43,-0.0,2.1310787200927734,43
44,-0.0,2.171504259109497,44
45,-0.0,2.2157082557678223,45
46,-0.0,2.2704579830169678,46
47,-0.0,2.3438875675201416,47
48,-0.0,2.4011456966400146,48
49,-0.0,2.4552783966064453,49
50,-0.0,2.5076422691345215,50
