geracao,melhor_fitness,tempo_acumulado,melhoria
1,-9.922680412371139e-06,1.0245296955108643,1
2,-9.149484536082479e-06,1.6889941692352295,0
3,-9.149484536082479e-06,2.182255983352661,1
4,-9.149484536082479e-06,2.882922410964966,2
5,-9.149484536082479e-06,3.539545774459839,3
6,-3.6082474226804134e-06,4.403560400009155,0
7,-3.608247422680413e-06,5.206278324127197,0
8,-3.608247422680413e-06,6.164173603057861,1
9,-3.608247422680413e-06,6.973857641220093,2
10,-1.4175257731958764e-06,7.904591798782349,0
11,-1.4175257731958764e-06,8.699449300765991,1
12,-1.288659793814433e-07,9.628849506378174,0
13,-1.288659793814433e-07,10.485482692718506,1
14,-1.288659793814433e-07,11.161727905273438,2
15,-1.288659793814433e-07,11.847025394439697,3
16,-1.288659793814433e-07,12.564103126525879,4
17,-1.288659793814433e-07,13.682921886444092,5
18,-1.288659793814433e-07,14.829345226287842,6
19,-1.288659793814433e-07,15.970461368560791,7
20,-1.288659793814433e-07,16.86915397644043,8
21,-1.288659793814433e-07,17.839221715927124,9
22,-1.288659793814433e-07,18.907790184020996,10
23,-1.288659793814433e-07,19.839417457580566,11
24,-1.288659793814433e-07,20.808418035507202,12
25,-1.288659793814433e-07,21.858219385147095,13
26,-1.288659793814433e-07,23.015079021453857,14
27,-1.288659793814433e-07,24.120437622070312,15
28,-1.288659793814433e-07,25.077556371688843,16
29,-1.288659793814433e-07,26.22400951385498,17
30,-1.288659793814433e-07,27.072401523590088,18
31,-1.288659793814433e-07,28.01819896697998,19
32,-1.288659793814433e-07,28.810053825378418,20
33,-1.288659793814433e-07,29.753206253051758,21
34,-1.288659793814433e-07,30.85077977180481,22
35,-1.288659793814433e-07,32.007314920425415,23
36,-1.288659793814433e-07,32.99826669692993,24
37,-1.288659793814433e-07,33.98800802230835,25
38,-1.288659793814433e-07,34.93379592895508,26
39,-1.288659793814433e-07,35.85992479324341,27
40,-1.288659793814433e-07,36.808289766311646,28
41,-1.288659793814433e-07,37.92656421661377,29
42,-1.288659793814433e-07,39.0766978263855,30
43,-1.288659793814433e-07,40.11600661277771,31
44,-1.288659793814433e-07,41.05471158027649,32
45,-1.288659793814433e-07,42.27183151245117,33
46,-1.288659793814433e-07,43.324246406555176,34
47,-1.288659793814433e-07,44.470771074295044,35
48,-1.288659793814433e-07,45.471519947052,36
49,-1.288659793814433e-07,46.482604026794434,37
50,-1.288659793814433e-07,47.605491161346436,38
51,-1.288659793814433e-07,48.80089616775513,39
52,-1.288659793814433e-07,50.057721853256226,40
53,-1.288659793814433e-07,51.18514323234558,41
54,-1.288659793814433e-07,52.23650908470154,42
55,-1.288659793814433e-07,53.198402404785156,43
56,-1.288659793814433e-07,54.339921712875366,44
57,-1.288659793814433e-07,55.37750959396362,45
58,-1.288659793814433e-07,56.38624978065491,46
59,-1.288659793814433e-07,57.416696548461914,47
60,-1.288659793814433e-07,58.551175355911255,48
61,-1.288659793814433e-07,59.6220817565918,49
62,-1.288659793814433e-07,60.629472970962524,50
63,-1.288659793814433e-07,61.987680196762085,51
64,-1.288659793814433e-07,63.290515422821045,52
65,-1.288659793814433e-07,64.27785158157349,53
66,-1.288659793814433e-07,65.24439239501953,54
67,-1.288659793814433e-07,66.44343566894531,55
68,-1.288659793814433e-07,67.50457334518433,56
69,-1.288659793814433e-07,68.57580375671387,57
70,-1.288659793814433e-07,69.7087013721466,58
71,-1.288659793814433e-07,70.7817280292511,59
72,-0.0,71.8744204044342,0
