geracao,melhor_fitness,tempo_acumulado,melhoria
1,-inf,1.3129920959472656,1
2,-inf,1.9396452903747559,2
3,-inf,2.5231876373291016,3
4,-inf,3.4149973392486572,4
5,-inf,4.239696979522705,5
6,-inf,4.927966356277466,6
7,-inf,5.77168869972229,7
8,-inf,6.494373083114624,8
9,-inf,7.110713481903076,9
10,-inf,7.727133512496948,10
11,-inf,8.26253867149353,11
12,-inf,8.723516941070557,12
13,-inf,9.252164125442505,13
14,-inf,9.739765882492065,14
15,-inf,10.24693512916565,15
16,-inf,10.963277578353882,16
17,-inf,11.714083671569824,17
18,-inf,12.324438571929932,18
19,-inf,12.850885152816772,19
20,-inf,13.475852966308594,20
21,-inf,14.12282657623291,21
22,-inf,14.79371976852417,22
23,-inf,15.28633189201355,23
24,-inf,15.960583209991455,24
25,-inf,16.641031503677368,25
26,-inf,17.223432540893555,26
27,-inf,17.834654569625854,27
28,-inf,18.44818949699402,28
29,-inf,18.987892866134644,29
30,-inf,19.561965942382812,30
31,-inf,20.206956386566162,31
32,-inf,20.77999758720398,32
33,-inf,21.438881158828735,33
34,-inf,21.983667135238647,34
35,-inf,22.641319513320923,35
36,-inf,23.31922674179077,36
37,-inf,23.90858030319214,37
38,-inf,24.43195366859436,38
39,-inf,24.95776081085205,39
40,-inf,25.64651894569397,40
41,-inf,26.261788606643677,41
42,-inf,26.95230460166931,42
43,-inf,27.536582231521606,43
44,-inf,28.170493841171265,44
45,-inf,28.819357872009277,45
46,-inf,29.516232013702393,46
47,-inf,30.19122862815857,47
48,-inf,30.85457944869995,48
49,-inf,31.55987024307251,49
50,-inf,32.24529480934143,50
