geracao,melhor_fitness,tempo_acumulado,melhoria
1,-inf,0.2034742832183838,1
2,-inf,0.3052511215209961,2
3,-inf,0.37903285026550293,3
4,-inf,0.46203088760375977,4
5,-inf,0.5574595928192139,5
6,-inf,0.6498551368713379,6
7,-inf,0.7378580570220947,7
8,-inf,0.8028714656829834,8
9,-inf,0.8903424739837646,9
10,-inf,1.0128650665283203,10
11,-inf,1.0853371620178223,11
12,-inf,1.1671414375305176,12
13,-inf,1.2917218208312988,13
14,-inf,1.3770551681518555,14
15,-inf,1.4485118389129639,15
16,-inf,1.5304670333862305,16
17,-inf,1.6233863830566406,17
18,-inf,1.7142200469970703,18
19,-inf,1.7956397533416748,19
20,-inf,1.8760898113250732,20
21,-inf,1.973456621170044,21
22,-inf,2.089212656021118,22
23,-inf,2.171093463897705,23
24,-inf,2.282724142074585,24
25,-inf,2.3937795162200928,25
26,-inf,2.4783365726470947,26
27,-inf,2.595562219619751,27
28,-inf,2.7169549465179443,28
29,-inf,2.7931272983551025,29
30,-inf,2.8869786262512207,30
31,-inf,2.970212936401367,31
32,-inf,3.0742499828338623,32
33,-inf,3.219682455062866,33
34,-inf,3.3159823417663574,34
35,-inf,3.449871301651001,35
36,-inf,3.5571742057800293,36
37,-inf,3.6303763389587402,37
38,-inf,3.742668628692627,38
39,-inf,3.8337717056274414,39
40,-inf,3.908475637435913,40
41,-inf,4.044474840164185,41
42,-inf,4.1256537437438965,42
43,-inf,4.217545747756958,43
44,-inf,4.356646537780762,44
45,-inf,4.4826929569244385,45
46,-inf,4.6047682762146,46
47,-inf,4.6985743045806885,47
48,-inf,4.774002552032471,48
49,-inf,4.845784902572632,49
50,-inf,4.952112436294556,50
