geracao,melhor_fitness,tempo_acumulado,melhoria
1,-inf,0.15024185180664062,1
2,-inf,0.23244953155517578,2
3,-inf,0.3203701972961426,3
4,-inf,0.3558995723724365,4
5,-inf,0.4446702003479004,5
6,-inf,0.5127475261688232,6
7,-inf,0.5733394622802734,7
8,-inf,0.6456828117370605,8
9,-inf,0.7441198825836182,9
10,-inf,0.8160121440887451,10
11,-inf,0.8614881038665771,11
12,-inf,0.925194501876831,12
13,-inf,0.9955365657806396,13
14,-inf,1.078125,14
15,-inf,1.1515429019927979,15
16,-inf,1.2115130424499512,16
17,-inf,1.264085292816162,17
18,-inf,1.340531587600708,18
19,-inf,1.4314088821411133,19
20,-inf,1.4980981349945068,20
21,-inf,1.5516338348388672,21
22,-inf,1.6062464714050293,22
23,-inf,1.679985523223877,23
24,-inf,1.7595641613006592,24
25,-inf,1.8287436962127686,25
26,-inf,1.8964381217956543,26
27,-inf,1.9800379276275635,27
28,-inf,2.0301578044891357,28
29,-inf,2.0889205932617188,29
30,-inf,2.1969528198242188,30
31,-inf,2.2744927406311035,31
32,-inf,2.372912883758545,32
33,-inf,2.434983015060425,33
34,-inf,2.502962350845337,34
35,-inf,2.591606378555298,35
36,-inf,2.6789321899414062,36
37,-inf,2.7222683429718018,37
38,-inf,2.7991418838500977,38
39,-inf,2.8502748012542725,39
40,-inf,2.903412103652954,40
41,-inf,2.9628448486328125,41
42,-inf,3.055159091949463,42
43,-inf,3.135596752166748,43
44,-inf,3.2221291065216064,44
45,-inf,3.3156144618988037,45
46,-inf,3.3850173950195312,46
47,-inf,3.4570183753967285,47
48,-inf,3.56969952583313,48
49,-inf,3.645374298095703,49
50,-inf,3.712355613708496,50
