geracao,melhor_fitness,tempo_acumulado,melhoria
1,-0.0,4.30230450630188,1
2,-0.0,6.166795969009399,2
3,-0.0,8.255492925643921,3
4,-0.0,10.480149745941162,4
5,-0.0,12.569056034088135,5
6,-0.0,14.552708625793457,6
7,-0.0,16.451685905456543,7
8,-0.0,18.507930517196655,8
9,-0.0,20.633525848388672,9
10,-0.0,22.884220838546753,10
11,-0.0,24.833666801452637,11
12,-0.0,26.864457607269287,12
13,-0.0,28.95242929458618,13
14,-0.0,31.011910915374756,14
15,-0.0,33.14812612533569,15
16,-0.0,35.148765325546265,16
17,-0.0,37.107836961746216,17
18,-0.0,39.209824085235596,18
19,-0.0,41.146681785583496,19
20,-0.0,42.93408226966858,20
21,-0.0,44.89042782783508,21
22,-0.0,46.92572045326233,22
23,-0.0,49.01664137840271,23
24,-0.0,50.91032695770264,24
25,-0.0,52.988858461380005,25
26,-0.0,54.892359495162964,26
27,-0.0,56.9859516620636,27
28,-0.0,59.053696155548096,28
29,-0.0,60.95046901702881,29
30,-0.0,63.07056999206543,30
31,-0.0,65.26712489128113,31
32,-0.0,67.23470711708069,32
33,-0.0,69.38679552078247,33
34,-0.0,71.31983470916748,34
35,-0.0,73.30003356933594,35
36,-0.0,75.07322096824646,36
37,-0.0,76.96350908279419,37
38,-0.0,78.93451690673828,38
39,-0.0,80.7461986541748,39
40,-0.0,82.56964802742004,40
41,-0.0,84.3858208656311,41
42,-0.0,86.39975786209106,42
43,-0.0,88.32326769828796,43
44,-0.0,90.23546242713928,44
45,-0.0,92.34631037712097,45
46,-0.0,94.30123376846313,46
47,-0.0,96.24944424629211,47
48,-0.0,98.09734606742859,48
49,-0.0,100.29871273040771,49
50,-0.0,102.50584864616394,50
